GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Veteran,Margin of Error; Total: - Veteran,Estimate; Total: - Nonveteran,Margin of Error; Total: - Nonveteran,Estimate; Total: - Male:,Margin of Error; Total: - Male:,Estimate; Total: - Male: - Veteran,Margin of Error; Total: - Male: - Veteran,Estimate; Total: - Male: - Nonveteran,Margin of Error; Total: - Male: - Nonveteran,Estimate; Total: - Male: - 18 to 34 years:,Margin of Error; Total: - Male: - 18 to 34 years:,Estimate; Total: - Male: - 18 to 34 years: - Veteran,Margin of Error; Total: - Male: - 18 to 34 years: - Veteran,Estimate; Total: - Male: - 18 to 34 years: - Nonveteran,Margin of Error; Total: - Male: - 18 to 34 years: - Nonveteran,Estimate; Total: - Male: - 35 to 54 years:,Margin of Error; Total: - Male: - 35 to 54 years:,Estimate; Total: - Male: - 35 to 54 years: - Veteran,Margin of Error; Total: - Male: - 35 to 54 years: - Veteran,Estimate; Total: - Male: - 35 to 54 years: - Nonveteran,Margin of Error; Total: - Male: - 35 to 54 years: - Nonveteran,Estimate; Total: - Male: - 55 to 64 years:,Margin of Error; Total: - Male: - 55 to 64 years:,Estimate; Total: - Male: - 55 to 64 years: - Veteran,Margin of Error; Total: - Male: - 55 to 64 years: - Veteran,Estimate; Total: - Male: - 55 to 64 years: - Nonveteran,Margin of Error; Total: - Male: - 55 to 64 years: - Nonveteran,Estimate; Total: - Male: - 65 to 74 years:,Margin of Error; Total: - Male: - 65 to 74 years:,Estimate; Total: - Male: - 65 to 74 years: - Veteran,Margin of Error; Total: - Male: - 65 to 74 years: - Veteran,Estimate; Total: - Male: - 65 to 74 years: - Nonveteran,Margin of Error; Total: - Male: - 65 to 74 years: - Nonveteran,Estimate; Total: - Male: - 75 years and over:,Margin of Error; Total: - Male: - 75 years and over:,Estimate; Total: - Male: - 75 years and over: - Veteran,Margin of Error; Total: - Male: - 75 years and over: - Veteran,Estimate; Total: - Male: - 75 years and over: - Nonveteran,Margin of Error; Total: - Male: - 75 years and over: - Nonveteran,Estimate; Total: - Female:,Margin of Error; Total: - Female:,Estimate; Total: - Female: - Veteran,Margin of Error; Total: - Female: - Veteran,Estimate; Total: - Female: - Nonveteran,Margin of Error; Total: - Female: - Nonveteran,Estimate; Total: - Female: - 18 to 34 years:,Margin of Error; Total: - Female: - 18 to 34 years:,Estimate; Total: - Female: - 18 to 34 years: - Veteran,Margin of Error; Total: - Female: - 18 to 34 years: - Veteran,Estimate; Total: - Female: - 18 to 34 years: - Nonveteran,Margin of Error; Total: - Female: - 18 to 34 years: - Nonveteran,Estimate; Total: - Female: - 35 to 54 years:,Margin of Error; Total: - Female: - 35 to 54 years:,Estimate; Total: - Female: - 35 to 54 years: - Veteran,Margin of Error; Total: - Female: - 35 to 54 years: - Veteran,Estimate; Total: - Female: - 35 to 54 years: - Nonveteran,Margin of Error; Total: - Female: - 35 to 54 years: - Nonveteran,Estimate; Total: - Female: - 55 to 64 years:,Margin of Error; Total: - Female: - 55 to 64 years:,Estimate; Total: - Female: - 55 to 64 years: - Veteran,Margin of Error; Total: - Female: - 55 to 64 years: - Veteran,Estimate; Total: - Female: - 55 to 64 years: - Nonveteran,Margin of Error; Total: - Female: - 55 to 64 years: - Nonveteran,Estimate; Total: - Female: - 65 to 74 years:,Margin of Error; Total: - Female: - 65 to 74 years:,Estimate; Total: - Female: - 65 to 74 years: - Veteran,Margin of Error; Total: - Female: - 65 to 74 years: - Veteran,Estimate; Total: - Female: - 65 to 74 years: - Nonveteran,Margin of Error; Total: - Female: - 65 to 74 years: - Nonveteran,Estimate; Total: - Female: - 75 years and over:,Margin of Error; Total: - Female: - 75 years and over:,Estimate; Total: - Female: - 75 years and over: - Veteran,Margin of Error; Total: - Female: - 75 years and over: - Veteran,Estimate; Total: - Female: - 75 years and over: - Nonveteran,Margin of Error; Total: - Female: - 75 years and over: - Nonveteran
1400000US11001000100,11001000100,"Census Tract 1, District of Columbia, District of Columbia",4202,414,303,116,3899,431,1909,231,303,116,1606,253,434,145,0,18,434,145,722,193,45,45,677,196,351,95,50,45,301,93,234,81,110,76,124,48,168,76,98,62,70,48,2293,298,0,18,2293,298,925,231,0,18,925,231,628,178,0,18,628,178,320,122,0,18,320,122,274,112,0,18,274,112,146,66,0,18,146,66
1400000US11001000201,11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",4056,536,0,13,4056,536,1836,341,0,13,1836,341,1805,336,0,13,1805,336,0,13,0,13,0,13,31,71,0,13,31,71,0,13,0,13,0,13,0,13,0,13,0,13,2220,334,0,13,2220,334,2189,339,0,13,2189,339,31,73,0,13,31,73,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US11001000202,11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",4531,566,206,82,4325,562,2153,258,202,81,1951,258,1146,260,41,65,1105,230,539,133,34,29,505,132,173,66,27,26,146,61,185,74,35,28,150,74,110,56,65,46,45,50,2378,490,4,9,2374,489,1441,475,0,13,1441,475,458,118,4,9,454,118,253,84,0,13,253,84,158,51,0,13,158,51,68,44,0,13,68,44
1400000US11001000300,11001000300,"Census Tract 3, District of Columbia, District of Columbia",4540,499,160,102,4380,464,2010,414,143,98,1867,379,981,414,15,22,966,412,613,151,50,76,563,147,169,65,0,18,169,65,158,84,25,32,133,94,89,59,53,50,36,38,2530,336,17,27,2513,331,1231,298,0,18,1231,298,684,167,0,18,684,167,289,114,0,18,289,114,172,67,0,18,172,67,154,67,17,27,137,62
1400000US11001000400,11001000400,"Census Tract 4, District of Columbia, District of Columbia",1242,127,85,48,1157,131,628,84,85,48,543,93,149,63,0,13,149,63,221,36,1,2,220,36,82,44,6,14,76,43,79,35,15,18,64,29,97,42,63,46,34,24,614,77,0,13,614,77,101,47,0,13,101,47,222,39,0,13,222,39,180,52,0,13,180,52,77,36,0,13,77,36,34,25,0,13,34,25
1400000US11001000501,11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",3052,282,75,58,2977,275,1384,205,75,58,1309,207,825,197,0,13,825,197,364,131,38,40,326,131,127,62,0,13,127,62,48,42,17,28,31,33,20,32,20,32,0,13,1668,289,0,13,1668,289,1038,277,0,13,1038,277,380,114,0,13,380,114,145,50,0,13,145,50,59,56,0,13,59,56,46,50,0,13,46,50
1400000US11001000502,11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",2696,180,152,61,2544,179,1159,127,152,61,1007,124,308,101,7,12,301,102,367,101,17,23,350,92,275,68,31,29,244,67,131,47,45,27,86,39,78,48,52,41,26,29,1537,179,0,13,1537,179,670,187,0,13,670,187,456,110,0,13,456,110,237,65,0,13,237,65,121,46,0,13,121,46,53,32,0,13,53,32
1400000US11001000600,11001000600,"Census Tract 6, District of Columbia, District of Columbia",3907,411,154,95,3753,410,1496,194,136,87,1360,183,240,105,0,13,240,105,579,124,33,40,546,124,257,91,17,26,240,88,234,63,34,34,200,65,186,121,52,50,134,93,2411,305,18,27,2393,307,764,212,0,13,764,212,550,115,18,27,532,112,451,108,0,13,451,108,305,93,0,13,305,93,341,191,0,13,341,191
1400000US11001000701,11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",4089,299,254,130,3835,285,1553,220,237,125,1316,222,444,150,0,13,444,150,472,106,75,82,397,118,177,76,0,13,177,76,329,113,88,61,241,99,131,68,74,58,57,41,2536,218,17,26,2519,210,836,130,0,13,836,130,718,153,0,13,718,153,391,107,0,13,391,107,235,86,0,13,235,86,356,128,17,26,339,126
