GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Veteran,Margin of Error; Total: - Veteran,Estimate; Total: - Nonveteran,Margin of Error; Total: - Nonveteran,Estimate; Total: - Male:,Margin of Error; Total: - Male:,Estimate; Total: - Male: - Veteran,Margin of Error; Total: - Male: - Veteran,Estimate; Total: - Male: - Nonveteran,Margin of Error; Total: - Male: - Nonveteran,Estimate; Total: - Male: - 18 to 34 years:,Margin of Error; Total: - Male: - 18 to 34 years:,Estimate; Total: - Male: - 18 to 34 years: - Veteran,Margin of Error; Total: - Male: - 18 to 34 years: - Veteran,Estimate; Total: - Male: - 18 to 34 years: - Nonveteran,Margin of Error; Total: - Male: - 18 to 34 years: - Nonveteran,Estimate; Total: - Male: - 35 to 54 years:,Margin of Error; Total: - Male: - 35 to 54 years:,Estimate; Total: - Male: - 35 to 54 years: - Veteran,Margin of Error; Total: - Male: - 35 to 54 years: - Veteran,Estimate; Total: - Male: - 35 to 54 years: - Nonveteran,Margin of Error; Total: - Male: - 35 to 54 years: - Nonveteran,Estimate; Total: - Male: - 55 to 64 years:,Margin of Error; Total: - Male: - 55 to 64 years:,Estimate; Total: - Male: - 55 to 64 years: - Veteran,Margin of Error; Total: - Male: - 55 to 64 years: - Veteran,Estimate; Total: - Male: - 55 to 64 years: - Nonveteran,Margin of Error; Total: - Male: - 55 to 64 years: - Nonveteran,Estimate; Total: - Male: - 65 to 74 years:,Margin of Error; Total: - Male: - 65 to 74 years:,Estimate; Total: - Male: - 65 to 74 years: - Veteran,Margin of Error; Total: - Male: - 65 to 74 years: - Veteran,Estimate; Total: - Male: - 65 to 74 years: - Nonveteran,Margin of Error; Total: - Male: - 65 to 74 years: - Nonveteran,Estimate; Total: - Male: - 75 years and over:,Margin of Error; Total: - Male: - 75 years and over:,Estimate; Total: - Male: - 75 years and over: - Veteran,Margin of Error; Total: - Male: - 75 years and over: - Veteran,Estimate; Total: - Male: - 75 years and over: - Nonveteran,Margin of Error; Total: - Male: - 75 years and over: - Nonveteran,Estimate; Total: - Female:,Margin of Error; Total: - Female:,Estimate; Total: - Female: - Veteran,Margin of Error; Total: - Female: - Veteran,Estimate; Total: - Female: - Nonveteran,Margin of Error; Total: - Female: - Nonveteran,Estimate; Total: - Female: - 18 to 34 years:,Margin of Error; Total: - Female: - 18 to 34 years:,Estimate; Total: - Female: - 18 to 34 years: - Veteran,Margin of Error; Total: - Female: - 18 to 34 years: - Veteran,Estimate; Total: - Female: - 18 to 34 years: - Nonveteran,Margin of Error; Total: - Female: - 18 to 34 years: - Nonveteran,Estimate; Total: - Female: - 35 to 54 years:,Margin of Error; Total: - Female: - 35 to 54 years:,Estimate; Total: - Female: - 35 to 54 years: - Veteran,Margin of Error; Total: - Female: - 35 to 54 years: - Veteran,Estimate; Total: - Female: - 35 to 54 years: - Nonveteran,Margin of Error; Total: - Female: - 35 to 54 years: - Nonveteran,Estimate; Total: - Female: - 55 to 64 years:,Margin of Error; Total: - Female: - 55 to 64 years:,Estimate; Total: - Female: - 55 to 64 years: - Veteran,Margin of Error; Total: - Female: - 55 to 64 years: - Veteran,Estimate; Total: - Female: - 55 to 64 years: - Nonveteran,Margin of Error; Total: - Female: - 55 to 64 years: - Nonveteran,Estimate; Total: - Female: - 65 to 74 years:,Margin of Error; Total: - Female: - 65 to 74 years:,Estimate; Total: - Female: - 65 to 74 years: - Veteran,Margin of Error; Total: - Female: - 65 to 74 years: - Veteran,Estimate; Total: - Female: - 65 to 74 years: - Nonveteran,Margin of Error; Total: - Female: - 65 to 74 years: - Nonveteran,Estimate; Total: - Female: - 75 years and over:,Margin of Error; Total: - Female: - 75 years and over:,Estimate; Total: - Female: - 75 years and over: - Veteran,Margin of Error; Total: - Female: - 75 years and over: - Veteran,Estimate; Total: - Female: - 75 years and over: - Nonveteran,Margin of Error; Total: - Female: - 75 years and over: - Nonveteran
1400000US11001000100,11001000100,"Census Tract 1, District of Columbia, District of Columbia",4050,411,291,118,3759,422,1896,239,291,118,1605,233,408,167,0,95,408,167,721,195,31,40,690,188,391,131,50,50,341,135,268,105,163,101,105,52,108,65,47,33,61,52,2154,263,0,95,2154,263,743,190,0,95,743,190,682,219,0,95,682,219,325,149,0,95,325,149,262,101,0,95,262,101,142,59,0,95,142,59
1400000US11001000201,11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",4182,763,0,95,4182,763,1832,486,0,95,1832,486,1832,486,0,95,1832,486,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,2350,478,0,95,2350,478,2299,473,0,95,2299,473,51,133,0,95,51,133,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95
1400000US11001000202,11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",4332,588,228,100,4104,569,1955,322,221,98,1734,299,1057,311,45,67,1012,284,476,111,32,25,444,113,147,58,32,30,115,54,152,70,28,25,124,67,123,55,84,47,39,34,2377,418,7,11,2370,417,1461,419,0,95,1461,419,410,102,7,11,403,102,251,71,0,95,251,71,186,59,0,95,186,59,69,40,0,95,69,40
1400000US11001000300,11001000300,"Census Tract 3, District of Columbia, District of Columbia",4585,559,224,118,4361,548,2220,479,207,113,2013,475,1149,423,12,19,1137,423,648,170,86,96,562,137,158,70,13,19,145,65,185,72,32,35,153,83,80,51,64,46,16,26,2365,312,17,28,2348,307,1124,281,0,95,1124,281,658,150,0,95,658,150,352,110,0,95,352,110,156,63,0,95,156,63,75,57,17,28,58,50
1400000US11001000400,11001000400,"Census Tract 4, District of Columbia, District of Columbia",1234,177,105,62,1129,142,677,174,105,62,572,130,228,126,0,95,228,126,224,67,36,48,188,43,70,41,5,11,65,39,81,35,29,26,52,28,74,39,35,34,39,25,557,80,0,95,557,80,96,62,0,95,96,62,186,46,0,95,186,46,177,54,0,95,177,54,72,35,0,95,72,35,26,23,0,95,26,23
1400000US11001000501,11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",3238,267,88,60,3150,267,1323,169,88,60,1235,183,812,192,0,95,812,192,306,88,35,39,271,94,117,51,10,18,107,49,56,44,11,19,45,41,32,36,32,36,0,95,1915,298,0,95,1915,298,1269,305,0,95,1269,305,416,113,0,95,416,113,122,43,0,95,122,43,46,42,0,95,46,42,62,43,0,95,62,43
1400000US11001000502,11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",2836,165,181,54,2655,165,1242,121,181,54,1061,121,309,109,6,11,303,109,463,113,27,26,436,107,275,68,40,36,235,67,83,39,28,24,55,34,112,46,80,39,32,34,1594,176,0,95,1594,176,662,157,0,95,662,157,488,106,0,95,488,106,270,76,0,95,270,76,119,43,0,95,119,43,55,37,0,95,55,37
1400000US11001000600,11001000600,"Census Tract 6, District of Columbia, District of Columbia",3976,588,205,134,3771,525,1650,266,187,144,1463,193,299,115,0,95,299,115,604,107,11,19,593,109,274,82,15,22,259,81,254,91,54,47,200,92,219,165,107,126,112,59,2326,390,18,28,2308,400,704,185,0,95,704,185,577,123,18,28,559,130,373,93,0,95,373,93,305,100,0,95,305,100,367,227,0,95,367,227
1400000US11001000701,11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",4180,315,290,118,3890,342,1678,171,280,121,1398,189,518,166,0,95,518,166,458,125,76,85,382,133,153,80,16,27,137,75,391,104,98,55,293,98,158,84,90,66,68,54,2502,275,10,18,2492,277,912,159,0,95,912,159,607,163,0,95,607,163,435,123,10,18,425,124,207,92,0,95,207,92,341,132,0,95,341,132
